text,label
these days i feel on edge while when i think about the future while i am doing my normal tasks,anxious
lately i have been feeling excited while having a walk in the park and i quietly accept this feeling,happy
today i feel happy while talking with my friends after a long day,happy
right now i feel irritated while after a long and stressful day and i am just breathing slowly,angry
these days i feel excited while going out for dinner and i am taking a short break,happy
lately i have been feeling happy while relaxing at home after a long day and i am trying to stay present,happy
inside i feel steady while doing my usual work and i am taking a short break,neutral
sometimes i feel lonely while looking at old photos and i am thinking about my day,sad
this evening i feel unhappy while looking at old photos and i am thinking about my day,sad
inside i feel angry while after a long and stressful day after a long day,angry
this evening i feel thankful while finishing my work on time and i am taking a short break,happy
this morning i felt excited while talking with my friends and i am just breathing slowly,happy
inside i feel uneasy while before giving a presentation and i am trying to stay present,anxious
this morning i felt heartbroken while scrolling through social media after a long day,sad
finally i read a book this afternoon at the office,neutral
i feel whos work is worthwhile in this world and actually makes me cry,happy
today i feel thankful while having a walk in the park after a long day,happy
this evening i feel upset while walking home in the rain and i am trying to notice my mood,sad
these days i feel proud while listening to my favourite music and i quietly accept this feeling,happy
i feel good having defended the sanctity of the span style webkit text size adjust auto webkit text stroke width px background color white color display inline,happy
today i feel down while sitting quietly after an argument and i am paying attention to my thoughts,sad
this evening i feel heartbroken while being alone in my room and i am paying attention to my thoughts,sad
these days i feel okay while organising my room and i am trying to take care of myself,neutral
these days i feel grateful while relaxing at home after a long day and i quietly accept this feeling,happy
these days i feel annoyed while when my plans are cancelled last minute and i am writing it down in my journal,angry
this evening i feel balanced while walking to the shop and i am trying to stay present,neutral
this morning i felt uneasy while trying to fall asleep at night and i quietly accept this feeling,anxious
this morning i felt tense while trying to fall asleep at night and i am trying to take care of myself,anxious
these days i feel fine while sitting quietly on the sofa and i am trying to stay present,neutral
sometimes i feel upset while looking at old photos and i am trying to stay present,sad
this morning i felt frustrated while when my plans are cancelled last minute and i am writing it down in my journal,angry
this morning i felt on edge while while checking my emails and i am trying to stay present,anxious
inside i feel mad while when someone blames me for their mistake and i am taking a short break,angry
inside i feel down while thinking about my problems and i am thinking about my day,sad
just i read a book this afternoon at the office,neutral
this morning i felt tense while trying to fall asleep at night and i quietly accept this feeling,anxious
this evening i feel sad while missing my friends while i am doing my normal tasks,sad
these days i feel uneasy while before an important exam and i am writing it down in my journal,anxious
right now i feel on edge while while checking my emails and i am trying to take care of myself,anxious
these days i feel steady while doing my usual work and i am taking a short break,neutral
sometimes i feel irritated while after reading rude comments online and i am trying to stay present,angry
this morning i felt annoyed while after reading rude comments online and i am just breathing slowly,angry
these days i feel happy while listening to my favourite music and i am trying to notice my mood,happy
this morning i felt calm while coming back home from work while i am doing my normal tasks,neutral
these days i feel proud while playing games with my siblings and i am writing it down in my journal,happy
this evening i feel glad while going out for dinner and i am trying to take care of myself,happy
sometimes i feel nervous while while waiting for a message and i am writing it down in my journal,anxious
i guess since im feeling a bit less shitty have a random picture,sad
this morning i felt stressed while when i think about the future after a long day,anxious
this evening i feel on edge while before giving a presentation and i quietly accept this feeling,anxious
lately i have been feeling thankful while listening to my favourite music and i am taking a short break,happy
these days i feel disappointed while walking home in the rain without any special reason today,sad
inside i feel nervous while before an important exam and i am trying to stay present,anxious
inside i feel down while walking home in the rain and i am trying to notice my mood,sad
right now i feel heartbroken while walking home in the rain and i am trying to notice my mood,sad
i get on new years eve but it makes me feel rebellious being underage and all,angry
lately i have been feeling worried while before meeting new people while i am doing my normal tasks,anxious
this morning i felt on edge while while waiting for a message after a long day,anxious
sometimes i feel down while looking at old photos after a long day,sad
sometimes i feel fine while cooking a simple meal while i am doing my normal tasks,neutral
i took the step to start this blog i feel as though i m burdened to be particularly tough,sad
these days i feel upset while thinking about my problems and i am paying attention to my thoughts,sad
inside i feel excited while drinking tea in the evening and i am trying to notice my mood,happy
this morning i felt grateful while having a walk in the park and i am paying attention to my thoughts,happy
this morning i felt happy while spending time with my family without any special reason today,happy
today i feel angry while when my plans are cancelled last minute and i am trying to stay present,angry
this evening i feel down while walking home in the rain and i am trying to notice my mood,sad
lately i have been feeling heartbroken while scrolling through social media and i quietly accept this feeling,sad
sometimes i feel excited while reading a good book and i am just breathing slowly,happy
lately i have been feeling proud while relaxing at home after a long day and i am paying attention to my thoughts,happy
these days i feel angry while after a bad meeting at work and i am just breathing slowly,angry
these days i feel restless while before meeting new people while i am doing my normal tasks,anxious
i wouldn t make too big of a deal out of the situation you found your daughter in unless you feel prompted to not fearful,anxious
right now i feel lonely while missing my friends and i am paying attention to my thoughts,sad
these days i feel worried while trying to fall asleep at night and i am writing it down in my journal,anxious
this evening i feel glad while drinking tea in the evening and i quietly accept this feeling,happy
this morning i felt steady while coming back home from work after a long day,neutral
this morning i felt calm while sitting quietly on the sofa and i am thinking about my day,neutral
sometimes i feel content while talking with my friends and i am trying to notice my mood,happy
today i feel content while listening to my favourite music while i am doing my normal tasks,happy
lately i have been feeling boiling inside while after reading rude comments online and i quietly accept this feeling,angry
this evening i feel thankful while spending time with my family and i am thinking about my day,happy
lately i have been feeling on edge while trying to fall asleep at night without any special reason today,anxious
lately i have been feeling fine while walking to the shop and i am writing it down in my journal,neutral
this evening i feel annoyed while when things keep going wrong and i am trying to notice my mood,angry
inside i feel angry while when someone blames me for their mistake and i am paying attention to my thoughts,angry
today i feel normal while cooking a simple meal and i am thinking about my day,neutral
today i feel mad while when someone cuts me off in traffic and i am trying to notice my mood,angry
lately i have been feeling on edge while waiting for test results and i quietly accept this feeling,anxious
right now i feel stressed while before meeting new people and i am thinking about my day,anxious
these days i feel thankful while finishing my work on time and i am trying to stay present,happy
right now i feel upset while trying to sleep but failing and i am trying to stay present,sad
lately i have been feeling frustrated while after waiting in a long line after a long day,angry
i want him to feel uncertain and unsettled because he deserves it and maybe itll teach him a lesson,anxious
this morning i felt upset while trying to sleep but failing and i quietly accept this feeling,sad
today i feel worried while trying to fall asleep at night and i am taking a short break,anxious
this morning i felt nervous while while waiting for a message without any special reason today,anxious
this evening i feel okay while cleaning the house and i am just breathing slowly,neutral
sometimes i feel stressed while before meeting new people and i am trying to notice my mood,anxious
inside i feel steady while getting ready for the day without any special reason today,neutral
this morning i felt annoyed while after a long and stressful day and i quietly accept this feeling,angry
sometimes i feel normal while answering emails and i am paying attention to my thoughts,neutral
this evening i feel anxious while while checking my emails after a long day,anxious
these days i feel stressed while before meeting new people after a long day,anxious
inside i feel irritated while when my plans are cancelled last minute without any special reason today,angry
today i feel fine while doing my usual work and i am trying to take care of myself,neutral
right now i feel proud while drinking tea in the evening and i am trying to take care of myself,happy
right now i feel okay while getting ready for the day and i quietly accept this feeling,neutral
this evening i feel heartbroken while being alone in my room and i am trying to stay present,sad
this morning i felt calm while walking to the shop after a long day,neutral
today i feel balanced while organising my room and i am trying to take care of myself,neutral
today i feel glad while going out for dinner and i am trying to take care of myself,happy
today i feel uneasy while waiting for test results and i am writing it down in my journal,anxious
lately i have been feeling grateful while finishing my work on time and i am just breathing slowly,happy
i am sorry amma if i made you feel bad but i was being honest,sad
this morning i felt lonely while looking at old photos and i am writing it down in my journal,sad
sometimes i feel restless while before meeting new people and i am trying to stay present,anxious
lately i have been feeling nervous while before meeting new people and i am taking a short break,anxious
today i feel nervous while before a job interview and i am trying to stay present,anxious
right now i feel proud while talking with my friends and i am paying attention to my thoughts,happy
these days i feel angry while when someone cuts me off in traffic and i am trying to notice my mood,angry
this morning i felt lonely while missing my friends without any special reason today,sad
right now i feel unhappy while missing my friends and i am writing it down in my journal,sad
lately i have been feeling calm while cooking a simple meal and i am trying to take care of myself,neutral
lately i have been feeling on edge while before a job interview after a long day,anxious
right now i feel joyful while having a walk in the park and i am trying to notice my mood,happy
sometimes i feel sad while sitting quietly after an argument and i am paying attention to my thoughts,sad
this evening i feel uneasy while before an important exam after a long day,anxious
this evening i feel okay while sitting quietly on the sofa and i am trying to take care of myself,neutral
sometimes i feel upset while walking home in the rain and i am writing it down in my journal,sad
inside i feel frustrated while when someone cuts me off in traffic and i am trying to take care of myself,angry
lately i have been feeling anxious while while waiting for a message after a long day,anxious
this morning i felt mad while after a long and stressful day and i am paying attention to my thoughts,angry
these days i feel drained while missing my friends after a long day,sad
this evening i feel joyful while talking with my friends and i am trying to take care of myself,happy
lately i have been feeling proud while going out for dinner and i am writing it down in my journal,happy
lately i have been feeling okay while cooking a simple meal and i am just breathing slowly,neutral
this evening i feel restless while before giving a presentation and i am just breathing slowly,anxious
already i watched tv in the evening at the office,neutral
i tend to feel too empathtic and too remorseful and guilty even about shit i am not a part of,sad
this morning i felt worried while trying to fall asleep at night after a long day,anxious
this morning i felt proud while listening to my favourite music after a long day,happy
these days i feel worried while before meeting new people after a long day,anxious
lately i have been feeling normal while organising my room and i am trying to stay present,neutral
sometimes i feel annoyed while when my plans are cancelled last minute and i am trying to take care of myself,angry
sometimes i feel proud while going out for dinner and i am taking a short break,happy
right now i feel furious while after arguing with a friend and i am paying attention to my thoughts,angry
today i feel mad while after arguing with a friend after a long day,angry
sometimes i feel lonely while remembering old mistakes and i am trying to stay present,sad
these days i feel calm while walking to the shop after a long day,neutral
lately i have been feeling happy while talking with my friends and i am taking a short break,happy
these days i feel heartbroken while looking at old photos and i am thinking about my day,sad
also i went to the store today at the office,neutral
sometimes i feel content while playing games with my siblings and i am writing it down in my journal,happy
inside i feel proud while having a walk in the park and i am trying to notice my mood,happy
sometimes i feel on edge while when i see many tasks on my list and i am writing it down in my journal,anxious
today i feel boiling inside while when someone blames me for their mistake and i am thinking about my day,angry
this evening i feel down while thinking about my problems after a long day,sad
today i feel grateful while listening to my favourite music while i am doing my normal tasks,happy
i need to go and im feeling a longing inside at that point for him,happy
lately i have been feeling furious while when someone cuts me off in traffic without any special reason today,angry
sometimes i feel grateful while having a walk in the park and i quietly accept this feeling,happy
this morning i felt upset while walking home in the rain and i am writing it down in my journal,sad
inside i feel heartbroken while walking home in the rain and i am paying attention to my thoughts,sad
this morning i felt joyful while finishing my work on time and i am just breathing slowly,happy
lately i have been feeling excited while spending time with my family and i am just breathing slowly,happy
sometimes i feel grateful while having a walk in the park and i am just breathing slowly,happy
inside i feel neutral while sitting quietly on the sofa and i quietly accept this feeling,neutral
this morning i felt stressed while while waiting for a message and i am writing it down in my journal,anxious
this morning i felt proud while going out for dinner and i am thinking about my day,happy
this morning i felt on edge while when i see many tasks on my list and i am thinking about my day,anxious
this evening i feel normal while sitting quietly on the sofa and i quietly accept this feeling,neutral
sometimes i feel normal while getting ready for the day and i am trying to take care of myself,neutral
this evening i feel neutral while cleaning the house and i am thinking about my day,neutral
i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,angry
lately i have been feeling tense while when i see many tasks on my list and i quietly accept this feeling,anxious
lately i have been feeling proud while reading a good book and i quietly accept this feeling,happy
these days i feel happy while talking with my friends and i am thinking about my day,happy
this morning i felt unhappy while sitting quietly after an argument and i am just breathing slowly,sad
these days i feel irritated while after a bad meeting at work and i am trying to take care of myself,angry
right now i feel okay while doing my daily routine and i quietly accept this feeling,neutral
sometimes i feel nervous while before meeting new people and i am taking a short break,anxious
i was stymied a little bit as i wrote feeling unsure that i might go somewhere with the story unintended,anxious
inside i feel annoyed while after arguing with a friend while i am doing my normal tasks,angry
this morning i felt worried while before meeting new people and i am trying to stay present,anxious
im sorry that there wasnt more in this post but im not feeling all that funny,anxious
right now i feel on edge while trying to fall asleep at night and i am trying to take care of myself,anxious
lately i have been feeling glad while going out for dinner while i am doing my normal tasks,happy
this evening i feel down while missing my friends while i am doing my normal tasks,sad
this evening i feel proud while finishing my work on time and i am writing it down in my journal,happy
sometimes i feel frustrated while when people do not listen to me while i am doing my normal tasks,angry
right now i feel on edge while before an important exam and i am thinking about my day,anxious
this morning i felt worried while before giving a presentation while i am doing my normal tasks,anxious
today i feel okay while answering emails and i am just breathing slowly,neutral
inside i feel drained while coming back from a bad day at work without any special reason today,sad
these days i feel upset while being alone in my room and i am just breathing slowly,sad
sometimes i feel glad while having a walk in the park and i am taking a short break,happy
this morning i felt thankful while spending time with my family and i am trying to take care of myself,happy
inside i feel lonely while remembering old mistakes and i am trying to stay present,sad
these days i feel uneasy while before an important exam while i am doing my normal tasks,anxious
sometimes i feel furious while when things keep going wrong and i am just breathing slowly,angry
these days i feel happy while drinking tea in the evening and i am trying to notice my mood,happy
lately i have been feeling okay while cleaning the house and i am writing it down in my journal,neutral
these days i feel mad while when people do not listen to me and i am writing it down in my journal,angry
sometimes i feel disappointed while being alone in my room and i am trying to stay present,sad
sometimes i feel angry while when my plans are cancelled last minute and i am paying attention to my thoughts,angry
i wasn t thinking negatively about any of those things often the feeling was benign or actually an excited anticipation,happy
this morning i felt calm while cooking a simple meal and i am paying attention to my thoughts,neutral
this morning i felt restless while before a job interview and i am writing it down in my journal,anxious
this evening i feel nervous while waiting for test results and i am writing it down in my journal,anxious
inside i feel tense while when i see many tasks on my list while i am doing my normal tasks,anxious
these days i feel normal while doing my usual work and i am writing it down in my journal,neutral
lately i have been feeling steady while sitting quietly on the sofa and i am paying attention to my thoughts,neutral
i feel embarrassed that im doing it because i think people like me insert liberal amount of negative self talk about weight dont do things like this,sad
this morning i felt furious while after arguing with a friend and i am trying to take care of myself,angry
this morning i felt down while trying to sleep but failing and i am thinking about my day,sad
sometimes i feel thankful while going out for dinner and i am trying to notice my mood,happy
sometimes i feel steady while doing my daily routine and i am writing it down in my journal,neutral
this evening i feel anxious while trying to fall asleep at night and i am thinking about my day,anxious
lately i have been feeling nervous while while waiting for a message and i am taking a short break,anxious
inside i feel angry while after a long and stressful day without any special reason today,angry
this evening i feel disappointed while looking at old photos after a long day,sad
this evening i feel anxious while when i think about the future and i am just breathing slowly,anxious
lately i have been feeling furious while after arguing with a friend and i am trying to stay present,angry
inside i feel content while finishing my work on time and i am just breathing slowly,happy
this morning i felt frustrated while after a bad meeting at work while i am doing my normal tasks,angry
this morning i felt drained while being alone in my room and i am writing it down in my journal,sad
inside i feel grateful while listening to my favourite music without any special reason today,happy
right now i feel down while remembering old mistakes and i am writing it down in my journal,sad
these days i feel anxious while before an important exam and i am thinking about my day,anxious
today i feel sad while walking home in the rain while i am doing my normal tasks,sad
these days i feel excited while going out for dinner after a long day,happy
this morning i felt normal while walking to the shop and i am trying to take care of myself,neutral
inside i feel drained while trying to sleep but failing and i am trying to notice my mood,sad
right now i feel grateful while talking with my friends and i am thinking about my day,happy
today i feel steady while doing my daily routine and i am thinking about my day,neutral
right now i feel worried while when i see many tasks on my list and i am trying to stay present,anxious
sometimes i feel steady while walking to the shop and i am trying to notice my mood,neutral
sometimes i feel tense while when i think about the future while i am doing my normal tasks,anxious
sometimes i feel furious while after waiting in a long line and i am trying to stay present,angry
right now i feel proud while drinking tea in the evening while i am doing my normal tasks,happy
lately i have been feeling boiling inside while when people do not listen to me while i am doing my normal tasks,angry
right now i feel angry while after arguing with a friend and i am thinking about my day,angry
this morning i felt angry while after a bad meeting at work and i am writing it down in my journal,angry
right now i feel annoyed while when things keep going wrong and i am taking a short break,angry
inside i feel angry while when someone blames me for their mistake and i am paying attention to my thoughts,angry
this morning i felt balanced while cleaning the house after a long day,neutral
i feel i have no hope of supporting a family and purchasing a house in vancouver,happy
sometimes i feel annoyed while when my plans are cancelled last minute after a long day,angry
this evening i feel irritated while when people do not listen to me after a long day,angry
sometimes i feel boiling inside while after a long and stressful day and i am paying attention to my thoughts,angry
i show my partner how i feel i m afraid s he will not feel the same about me,anxious
today i feel sad while looking at old photos and i am paying attention to my thoughts,sad
sometimes i feel frustrated while when people do not listen to me and i am trying to notice my mood,angry
right now i feel upset while looking at old photos and i am trying to stay present,sad
today i feel disappointed while walking home in the rain and i am just breathing slowly,sad
right now i feel down while looking at old photos while i am doing my normal tasks,sad
these days i feel happy while spending time with my family and i am trying to notice my mood,happy
sometimes i feel calm while coming back home from work and i am taking a short break,neutral
sometimes i feel content while reading a good book and i am taking a short break,happy
sometimes i feel proud while reading a good book and i am trying to take care of myself,happy
this morning i felt grateful while having a walk in the park and i am writing it down in my journal,happy
right now i feel stressed while waiting for test results and i am thinking about my day,anxious
today i feel neutral while sitting quietly on the sofa and i am paying attention to my thoughts,neutral
also i went to the store today at the office,neutral
these days i feel tense while while waiting for a message and i am paying attention to my thoughts,anxious
lately i have been feeling nervous while before an important exam and i am taking a short break,anxious
inside i feel unhappy while trying to sleep but failing and i am paying attention to my thoughts,sad
this morning i felt down while coming back from a bad day at work and i am writing it down in my journal,sad
sometimes i feel proud while drinking tea in the evening and i am trying to take care of myself,happy
these days i feel irritated while after a long and stressful day and i am taking a short break,angry
sometimes i feel down while trying to sleep but failing and i am just breathing slowly,sad
inside i feel calm while getting ready for the day and i quietly accept this feeling,neutral
this evening i feel normal while sitting quietly on the sofa without any special reason today,neutral
these days i feel restless while waiting for test results and i am just breathing slowly,anxious
inside i feel steady while cleaning the house and i am writing it down in my journal,neutral
sometimes i feel worried while trying to fall asleep at night and i am thinking about my day,anxious
this evening i feel sad while scrolling through social media after a long day,sad
right now i feel stressed while when i see many tasks on my list and i am taking a short break,anxious
sometimes i feel frustrated while when things keep going wrong and i am trying to notice my mood,angry
today i feel drained while trying to sleep but failing and i am trying to stay present,sad
these days i feel lonely while coming back from a bad day at work and i am writing it down in my journal,sad
sometimes i feel balanced while getting ready for the day and i am thinking about my day,neutral
sometimes i feel disappointed while missing my friends and i am paying attention to my thoughts,sad
these days i feel steady while answering emails while i am doing my normal tasks,neutral
sometimes i feel anxious while waiting for test results while i am doing my normal tasks,anxious
right now i feel mad while when people do not listen to me and i am just breathing slowly,angry
this morning i felt okay while getting ready for the day without any special reason today,neutral
this morning i felt upset while looking at old photos without any special reason today,sad
this morning i felt nervous while before a job interview and i am trying to stay present,anxious
sometimes i feel tense while when i think about the future and i am just breathing slowly,anxious
right now i feel joyful while playing games with my siblings without any special reason today,happy
sometimes i feel fine while walking to the shop and i am thinking about my day,neutral
lately i have been feeling on edge while before meeting new people and i am just breathing slowly,anxious
lately i have been feeling worried while before giving a presentation and i am trying to notice my mood,anxious
today i feel frustrated while when someone blames me for their mistake without any special reason today,angry
inside i feel neutral while organising my room and i am thinking about my day,neutral
lately i have been feeling stressed while while checking my emails without any special reason today,anxious
today i feel uneasy while waiting for test results and i am paying attention to my thoughts,anxious
these days i feel disappointed while missing my friends without any special reason today,sad
these days i feel balanced while doing my usual work without any special reason today,neutral
inside i feel nervous while when i see many tasks on my list after a long day,anxious
this evening i feel stressed while before a job interview after a long day,anxious
sometimes i feel heartbroken while sitting quietly after an argument and i am taking a short break,sad
i feel for you my beloved master time will tell you this is true,happy
right now i feel drained while missing my friends and i am trying to take care of myself,sad
i always feeling strange internal feeling like continuous wailing of siren in my head and when nobody hears i couldnt help crying like a siren when no one heard,anxious
these days i feel on edge while before meeting new people and i am writing it down in my journal,anxious
right now i feel fine while answering emails and i am trying to take care of myself,neutral
sometimes i feel upset while trying to sleep but failing and i am just breathing slowly,sad
these days i feel lonely while being alone in my room and i am trying to take care of myself,sad
right now i feel disappointed while looking at old photos and i am just breathing slowly,sad
inside i feel disappointed while looking at old photos after a long day,sad
this evening i feel okay while doing my usual work and i am thinking about my day,neutral
right now i feel fine while cooking a simple meal without any special reason today,neutral
right now i feel worried while before an important exam and i am trying to stay present,anxious
sometimes i feel normal while getting ready for the day and i am writing it down in my journal,neutral
this morning i felt normal while coming back home from work and i am trying to stay present,neutral
these days i feel lonely while remembering old mistakes after a long day,sad
this morning i felt disappointed while sitting quietly after an argument and i am thinking about my day,sad
today i feel worried while before an important exam while i am doing my normal tasks,anxious
right now i feel furious while after waiting in a long line and i am just breathing slowly,angry
this evening i feel normal while getting ready for the day and i am writing it down in my journal,neutral
sometimes i feel annoyed while after waiting in a long line and i quietly accept this feeling,angry
inside i feel restless while while checking my emails and i am trying to take care of myself,anxious
today i feel restless while before an important exam and i am trying to stay present,anxious
inside i feel upset while missing my friends and i am thinking about my day,sad
these days i feel content while spending time with my family and i am just breathing slowly,happy
sometimes i feel restless while before an important exam and i am trying to take care of myself,anxious
inside i feel fine while answering emails and i am trying to notice my mood,neutral
sometimes i feel nervous while waiting for test results and i am trying to take care of myself,anxious
this morning i felt upset while being alone in my room and i am just breathing slowly,sad
right now i feel restless while when i see many tasks on my list and i am trying to stay present,anxious
today i feel unhappy while remembering old mistakes and i quietly accept this feeling,sad
right now i feel sad while thinking about my problems and i am trying to notice my mood,sad
inside i feel boiling inside while after reading rude comments online without any special reason today,angry
this morning i felt content while playing games with my siblings and i quietly accept this feeling,happy
these days i feel irritated while when people do not listen to me and i am paying attention to my thoughts,angry
these days i feel disappointed while missing my friends and i am trying to take care of myself,sad
i feel like im craving it and then no matter what i order i really am not that impressed,anxious
sometimes i feel fine while cooking a simple meal and i am just breathing slowly,neutral
this evening i feel heartbroken while remembering old mistakes without any special reason today,sad
today i feel lonely while missing my friends and i am trying to take care of myself,sad
lately i have been feeling heartbroken while trying to sleep but failing and i quietly accept this feeling,sad
right now i feel joyful while reading a good book and i am trying to take care of myself,happy
this morning i felt proud while listening to my favourite music without any special reason today,happy
today i feel stressed while while checking my emails while i am doing my normal tasks,anxious
lately i have been feeling excited while having a walk in the park and i am just breathing slowly,happy
right now i feel irritated while when someone blames me for their mistake while i am doing my normal tasks,angry
sometimes i feel angry while after arguing with a friend and i am trying to notice my mood,angry
sometimes i feel fine while doing my usual work and i am just breathing slowly,neutral
right now i feel content while relaxing at home after a long day and i am taking a short break,happy
today i feel okay while cleaning the house and i am writing it down in my journal,neutral
sometimes i feel on edge while while checking my emails while i am doing my normal tasks,anxious
this morning i felt annoyed while after reading rude comments online while i am doing my normal tasks,angry
lately i have been feeling okay while answering emails while i am doing my normal tasks,neutral
these days i feel steady while sitting quietly on the sofa while i am doing my normal tasks,neutral
today i feel on edge while when i see many tasks on my list without any special reason today,anxious
right now i feel normal while getting ready for the day and i am just breathing slowly,neutral
lately i have been feeling unhappy while trying to sleep but failing after a long day,sad
today i feel happy while spending time with my family and i quietly accept this feeling,happy
today i feel heartbroken while looking at old photos and i am trying to stay present,sad
right now i feel grateful while talking with my friends and i am taking a short break,happy
right now i feel uneasy while before an important exam and i am just breathing slowly,anxious
right now i feel happy while spending time with my family while i am doing my normal tasks,happy
these days i feel mad while when someone blames me for their mistake and i am just breathing slowly,angry
today i feel anxious while before an important exam and i am trying to notice my mood,anxious
these days i feel sad while thinking about my problems after a long day,sad
this evening i feel heartbroken while remembering old mistakes while i am doing my normal tasks,sad
inside i feel furious while after arguing with a friend and i am trying to notice my mood,angry
right now i feel drained while sitting quietly after an argument and i am trying to notice my mood,sad
i feel truly blessed to have had the opportunity to participate in review groups and i have enjoyed trying out these products and giving you my honest opinion,happy
lately i have been feeling proud while playing games with my siblings and i am trying to stay present,happy
lately i have been feeling boiling inside while after reading rude comments online while i am doing my normal tasks,angry
these days i feel content while having a walk in the park and i am thinking about my day,happy
sometimes i feel irritated while when someone blames me for their mistake and i am trying to take care of myself,angry
these days i feel excited while listening to my favourite music and i quietly accept this feeling,happy
this morning i felt upset while sitting quietly after an argument and i am writing it down in my journal,sad
lately i have been feeling lonely while trying to sleep but failing and i am paying attention to my thoughts,sad
lately i have been feeling down while coming back from a bad day at work and i am just breathing slowly,sad
this morning i felt excited while going out for dinner without any special reason today,happy
inside i feel down while missing my friends and i quietly accept this feeling,sad
this morning i felt anxious while before a job interview and i am just breathing slowly,anxious
i still need to feel listened to even if iam idiotic and naive in relation,sad
this morning i felt calm while doing my daily routine while i am doing my normal tasks,neutral
right now i feel sad while sitting quietly after an argument and i am trying to stay present,sad
lately i have been feeling anxious while before a job interview without any special reason today,anxious
these days i feel glad while drinking tea in the evening and i am thinking about my day,happy
this evening i feel annoyed while after waiting in a long line and i am taking a short break,angry
these days i feel thankful while drinking tea in the evening while i am doing my normal tasks,happy
right now i feel grateful while relaxing at home after a long day and i am trying to stay present,happy
lately i have been feeling furious while after arguing with a friend after a long day,angry
sometimes i feel grateful while reading a good book after a long day,happy
inside i feel nervous while trying to fall asleep at night and i am trying to take care of myself,anxious
inside i feel neutral while answering emails and i am just breathing slowly,neutral
today i feel stressed while before giving a presentation and i am taking a short break,anxious
these days i feel sad while remembering old mistakes and i am paying attention to my thoughts,sad
this morning i felt normal while getting ready for the day after a long day,neutral
lately i have been feeling anxious while before giving a presentation and i am trying to notice my mood,anxious
this evening i feel balanced while getting ready for the day and i am trying to take care of myself,neutral
today i feel anxious while before a job interview and i am trying to take care of myself,anxious
these days i feel fine while doing my usual work and i am just breathing slowly,neutral
inside i feel boiling inside while after a long and stressful day without any special reason today,angry
this evening i feel sad while trying to sleep but failing and i am writing it down in my journal,sad
this morning i felt stressed while when i think about the future and i am trying to take care of myself,anxious
these days i feel angry while after waiting in a long line and i am trying to stay present,angry
today i feel balanced while organising my room and i am trying to notice my mood,neutral
i can still recall the feeling of peacefulness her tender smile and warm hands,happy
lately i have been feeling sad while thinking about my problems and i am writing it down in my journal,sad
today i feel okay while cooking a simple meal and i quietly accept this feeling,neutral
right now i feel tense while before an important exam and i am thinking about my day,anxious
these days i feel annoyed while when someone blames me for their mistake and i am paying attention to my thoughts,angry
finally i went to the store today at the office,neutral
right now i feel fine while doing my usual work without any special reason today,neutral
this evening i feel annoyed while after waiting in a long line and i am trying to stay present,angry
today i feel nervous while before meeting new people and i am paying attention to my thoughts,anxious
this evening i feel joyful while listening to my favourite music and i am thinking about my day,happy
inside i feel tense while before an important exam and i am writing it down in my journal,anxious
sometimes i feel joyful while playing games with my siblings and i am just breathing slowly,happy
inside i feel on edge while waiting for test results and i am paying attention to my thoughts,anxious
i feel like it only had created in me a more grumpy state at the meanness around me,angry
today i feel irritated while when things keep going wrong after a long day,angry
inside i feel boiling inside while when someone cuts me off in traffic and i am trying to stay present,angry
these days i feel uneasy while before meeting new people and i am thinking about my day,anxious
this morning i felt balanced while sitting quietly on the sofa and i am thinking about my day,neutral
inside i feel stressed while trying to fall asleep at night while i am doing my normal tasks,anxious
today i feel proud while talking with my friends and i am thinking about my day,happy
today i feel unhappy while being alone in my room and i am trying to take care of myself,sad
right now i feel grateful while going out for dinner and i quietly accept this feeling,happy
i feel like its my fault for letting the vampire in and constantly running into them trusting them befriending them etc,happy
these days i feel worried while when i think about the future and i am writing it down in my journal,anxious
this evening i feel disappointed while being alone in my room and i am writing it down in my journal,sad
these days i feel upset while remembering old mistakes and i quietly accept this feeling,sad
this evening i feel joyful while playing games with my siblings and i am trying to notice my mood,happy
im sorry this apparently offends a lot of other women because its only women who feel the need to say something rude but im going to do it anyway,angry
this morning i felt heartbroken while looking at old photos and i am trying to notice my mood,sad
this morning i felt nervous while before meeting new people and i quietly accept this feeling,anxious
lately i have been feeling okay while cleaning the house and i am trying to stay present,neutral
this evening i feel tense while waiting for test results and i am trying to notice my mood,anxious
today i feel normal while walking to the shop and i am taking a short break,neutral
sometimes i feel mad while when my plans are cancelled last minute and i am trying to stay present,angry
this morning i felt okay while doing my usual work and i am writing it down in my journal,neutral
this evening i feel boiling inside while after a long and stressful day and i am paying attention to my thoughts,angry
i feel that this was their mistake and they are just being rude,angry
this evening i feel normal while organising my room and i am writing it down in my journal,neutral
this morning i felt balanced while doing my daily routine while i am doing my normal tasks,neutral
i feel respected and i feel like i am worth something,happy
this morning i felt okay while answering emails and i am just breathing slowly,neutral
sometimes i feel upset while trying to sleep but failing and i am trying to notice my mood,sad
sometimes i feel mad while after reading rude comments online and i am thinking about my day,angry
today i feel neutral while doing my daily routine and i am trying to stay present,neutral
these days i feel unhappy while coming back from a bad day at work and i am thinking about my day,sad
today i feel okay while doing my daily routine and i am taking a short break,neutral
this evening i feel excited while relaxing at home after a long day and i am just breathing slowly,happy
today i feel boiling inside while when someone cuts me off in traffic and i am thinking about my day,angry
this evening i feel unhappy while missing my friends without any special reason today,sad
